ds,target,NBEATS,elm,lstm,MLP,rf,SVR,arima,LRF,LSVR,TLSTM,KNN,TRANSFORMER
2019-07-31,0.223262839879154,-0.27418053150177,0.2458290527108286,0.3038549,0.6848403410363268,0.3535347432024169,0.1613610298185431,0.0,0.2046037572808218,0.2584829271217317,0.21735342,0.3663915000729365,0.13708213
2019-08-31,0.1507552870090634,-0.0913659334182739,0.2801187866521948,0.30235383,0.6364142193396591,0.3283021148036254,0.238511218060189,0.2232628388718877,0.2530875133309265,0.1976029174959283,0.25555936,0.3436597204520388,0.18126853
2019-09-30,0.1531722054380664,-0.2755900621414184,0.2992817203927225,0.29450518,0.6783547956523255,0.3206163141993957,0.2470509117454181,0.183287665213184,0.2121258959147307,0.1404570791461749,0.24774638,0.3126230065630475,0.08861208
2019-10-31,0.1894259818731117,-0.2398291826248168,0.2850751658681028,0.2869639,0.6393144556252193,0.3166525679758308,0.2089329281856923,0.152087792824579,0.250870933219233,0.1750290791554426,0.23843239,0.3022875223676358,0.026651613
2019-11-30,0.1918429003021147,-0.0842858552932739,0.224201637522114,0.28803355,0.5485794718994154,0.307226586102719,0.1522155697072161,0.1731597926388229,0.2698502833901596,0.2968446878021308,0.24296637,0.2891517014926444,0.04594702
2019-12-31,0.2305135951661631,0.2325934171676636,0.3307525547436016,0.29913887,0.4797784524202824,0.3269969788519637,0.280722635706352,0.1907584876626033,0.2785531498671395,0.3330107538545285,0.24549435,0.2901396571128127,0.031054087
2020-01-31,0.4262839879154078,0.5081900358200073,0.24976487186647,0.31388927,0.438749622893081,0.3065981873111782,0.2508805136005808,0.2131629933503647,0.3082900302114805,0.2431179738430588,0.25975454,0.2915137901090192,0.016215868
2020-02-29,0.8999999999999999,1.1519564390182495,0.3345909841963514,0.29835233,0.4564174194627169,0.3231782477341389,0.3452661629386441,0.3384465662229286,0.3463734812379799,0.3702874643490269,0.3521759,0.2917363763473684,0.23821619
2020-03-31,0.4891238670694864,0.7513760328292847,0.5843787659170954,0.4687672,0.5254349347495477,0.4126525679758308,0.5929040750557452,0.68745512775647,0.4229671701913395,0.5455793092882113,0.52709407,0.3319007234613206,0.600011
2020-04-30,0.672809667673716,0.5930498838424683,0.5351045956504186,0.54234403,0.6365510150656206,0.4453776435045316,0.5294768789683669,0.673474011362344,0.5955732212466954,0.7227212170964976,0.55046225,0.3380281021043739,0.4643954
2020-05-31,0.5350453172205438,0.3440521955490112,0.4992302316741068,0.5670702,0.525903058582249,0.4569305135951659,0.4811143160030152,0.5903943090486737,0.5981420167150507,0.689006128325804,0.62856746,0.3772000413750609,0.62770563
2020-06-30,0.5447129909365559,0.5963324308395386,0.3965368576655956,0.55123127,0.3679085578577031,0.4483262839879151,0.5122885363878386,0.5968568361893254,0.6187273781850157,0.5303534174906823,0.60764945,0.4150704265173496,0.60688925
2020-07-31,0.4287009063444108,0.9577053785324096,0.5515430642118253,0.5369436,0.5029510252387797,0.4737039274924468,0.6103520075572636,0.5403753404826064,0.5991292617569425,0.5614161675052906,0.5709243,0.4429896493679703,0.58025193
2020-08-31,0.3803625377643505,0.7471007108688353,0.4970940590257453,0.5071099,0.235817085553944,0.489027190332326,0.5010155320472937,0.480752711791806,0.5038842848724803,0.4246517150820499,0.4793831,0.4570044499278168,0.33008718
2020-09-30,0.3706948640483383,0.4963835477828979,0.4317646787140581,0.4755698,0.4816003644733932,0.472930513595166,0.4408884977713146,0.4020507900340984,0.4259425806094685,0.5305071292424681,0.39374277,0.5035231543810934,0.42722976
2020-10-31,0.5181268882175226,1.1152228116989136,0.3500088384217061,0.4489542,0.5252204012849805,0.4096555891238669,0.4147730394594721,0.3750325145022879,0.3655871097683787,0.3957486665450542,0.34903562,0.5427771623389624,0.34949005
2020-11-30,0.5350453172205438,0.908234477043152,0.5205786619994766,0.48249927,0.4925607123853583,0.4048217522658608,0.5699673657958361,0.4519777187947913,0.4652697617998674,0.4414018832995853,0.42103946,0.565817590623448,0.5023236
2020-12-31,0.5205438066465257,0.5269287824630737,0.4925527153883595,0.5223595,0.4688010734413964,0.5027552870090635,0.5617072929876233,0.527454428926132,0.5639255093890896,0.493262501114771,0.49865323,0.5801101204706574,0.5242147
2021-01-31,0.3682779456193353,0.109134554862976,0.4252746082826011,0.5456053,0.459843090247267,0.5802900302114803,0.3801649123774769,0.5270502823274501,0.5490184606778005,0.4519655567355375,0.53969395,0.5865397000034147,0.57386154
2021-02-28,0.339274924471299,0.0941256284713745,0.569702288275791,0.51819706,0.4340269672515039,0.5907311178247735,0.5059176617716649,0.4365959402690413,0.4510761026612669,0.5112883034392829,0.47373864,0.5885524895901648,0.48562962
2021-03-31,0.3489425981873111,0.1396330595016479,0.3547570205297414,0.47278243,0.4340269672515039,0.4117824773413895,0.3612405442649976,0.3522878758331478,0.3240851321121346,0.3446941536808915,0.39304247,0.5787503682320945,0.44668293
2021-04-30,0.3610271903323262,0.1681526899337768,0.4692575406486818,0.43280363,0.4340269672515039,0.4042900302114803,0.4476535847538049,0.3446049477333615,0.3235636411068758,0.3432458907302046,0.35439545,0.5691528722632754,0.3803777
2021-05-31,0.324773413897281,0.2438229322433472,0.4592056975674452,0.41273296,0.4648485446646095,0.3910936555891238,0.409376548576407,0.3556051272648892,0.3487280899163853,0.3494056601543439,0.34592414,0.5061183713245236,0.35591865
2021-06-30,0.3900302114803625,0.3415917158126831,0.4417232095899659,0.39807504,0.4712509573192213,0.3663927492447129,0.377325472877526,0.3410396030995919,0.3235661834672392,0.371912231945337,0.33592287,0.480827852400496,0.30739135
2021-07-31,0.3151057401812689,0.2583016157150268,0.4172742716227158,0.41119075,0.4624205261515348,0.3734984894259818,0.3916931938731768,0.3607510709162028,0.3762499988452459,0.3992896933149213,0.37001437,0.4318573653148634,0.39612544
