ds,target,NBEATS,elm,lstm,MLP,rf,SVR,arima,LRF,LSVR,TLSTM,KNN,TRANSFORMER
2020-04-30,0.2205479452054795,0.4435878396034241,0.3176992530814644,0.36094347,0.2452726052504695,0.4263658186562296,0.2841309116135875,0.0,0.2609768344288894,0.293798828687689,0.39789858,0.4693150684931506,0.08078076
2020-05-31,0.2095890410958903,0.4374341070652008,0.2763543974758988,0.3397768,0.2752679919003809,0.5079068855041459,0.2485993434057949,0.2205479437520431,0.3018656764848546,0.2748328762722411,0.37438145,0.4693150684931507,0.13057566
2020-06-30,0.2150684931506848,0.4673061966896056,0.2264501646067196,0.32434314,0.2541508600595489,0.4409603793466807,0.2038232890676221,0.2145043693364555,0.2840799565731072,0.2215870228104359,0.36794415,0.4693150684931506,0.14350152
2020-07-31,0.1438356164383561,0.3082140684127808,0.220887451833295,0.31572855,0.2336822320640325,0.4170544031311153,0.2063411536276973,0.2147517498357836,0.2721493056410864,0.2018369225053425,0.36632463,0.4693150684931507,0.12808989
2020-08-31,0.226027397260274,0.4887179136276244,0.2308837128052636,0.29307497,0.1659106401967317,0.4206891063274625,0.1948023492636895,0.1863498072891095,0.2197838181605304,0.1928136669055639,0.34721175,0.4693150684931506,0.122421265
2020-09-30,0.2863013698630137,0.6058769226074219,0.26126773712893,0.2979281,0.1596457174218107,0.4278270058708415,0.2309922556548606,0.2016858661086072,0.2401540596389911,0.2346170619978408,0.3612214,0.4693150684931506,0.13569373
2020-10-31,0.2150684931506848,0.5456053614616394,0.275204014562993,0.31473145,0.2079209149566849,0.4226945857795172,0.2318573867418911,0.2339420141956739,0.2285789000953384,0.2150696055383588,0.37623587,0.4693150684931507,0.15550447
2020-11-30,0.2698630136986301,0.573348879814148,0.2530422078240169,0.30795228,0.2351713976619615,0.4263658186562296,0.2150568901863873,0.2267857566483475,0.2291739029615741,0.1907728474569578,0.3623654,0.4693150684931506,0.16204682
2020-12-31,0.3794520547945205,0.6262246370315552,0.235998411182821,0.31717348,0.1818802211975585,0.4262562296151337,0.2092237081792549,0.2430854228899689,0.2219625995009556,0.2216576990213571,0.37366843,0.4693150684931506,0.15481538
2021-01-31,0.3246575342465753,0.5980101823806763,0.274869711283249,0.34977812,0.2142479398515997,0.4263658186562296,0.2666668445663235,0.2946426354909405,0.2783665514090171,0.273484461707648,0.4021545,0.4693150684931506,0.18045133
2021-02-28,0.2424657534246574,0.5272591114044188,0.3188481668194152,0.3570358,0.273653786879608,0.4263658186562296,0.3165111396743971,0.3059870731118628,0.253115574075848,0.280670025719213,0.39682323,0.4693150684931506,0.17499822
2021-03-31,0.0999999999999999,0.3310645818710327,0.2885219135091539,0.3419571,0.2704542234818721,0.49579729646305,0.2827621013035024,0.2819814346027044,0.2520317531783285,0.2785105024805012,0.37903827,0.4693150684931506,0.15645362
2021-04-30,0.2369863013698629,0.3922083377838135,0.1883624300730986,0.29895326,0.2269018754254764,0.4263658186562296,0.1606780674245702,0.213211188709227,0.2653826736429475,0.1936814766686318,0.34182504,0.4693150684931507,0.17530786
2021-05-31,0.1383561643835616,0.3050280213356018,0.2339962513586981,0.30461356,0.2014295142549598,0.4170544031311153,0.2299367728285757,0.222195571274383,0.2677744336333377,0.2166972294274712,0.36507806,0.4693150684931506,0.1258067
2021-06-30,0.110958904109589,0.2888648211956024,0.2199224087909006,0.2840611,0.184588834213216,0.4263658186562296,0.1798490623322363,0.1905137006731318,0.2000691015225261,0.1647434561127075,0.3425675,0.4693150684931506,0.10862285
2021-07-31,0.110958904109589,0.33786341547966,0.2118223706892346,0.2643762,0.1370804043491755,0.4278270058708415,0.1675868705550209,0.1604510123918687,0.2120823701412742,0.1736513282116456,0.33007735,0.4693150684931507,0.10603608
2021-08-31,0.110958904109589,0.3652563095092773,0.1876334362054601,0.2515021,0.1240756809745363,0.4226945857795172,0.1222408854687366,0.141748629495582,0.2054902519017409,0.1466138532028068,0.3246283,0.4693150684931507,0.116528794
2021-09-30,0.1767123287671232,0.442072868347168,0.1502233235861689,0.2425763,0.1739827022180611,0.4263658186562296,0.1140854731071456,0.1301136230230519,0.2193320845863999,0.1046534575815894,0.32033715,0.4693150684931507,0.14100848
2021-10-31,0.2150684931506848,0.4292002320289612,0.177531469327778,0.25148642,0.0908561073558341,0.4262562296151337,0.1272186424865088,0.1477226192435582,0.1989651525035086,0.119285951136433,0.33286726,0.4693150684931506,0.057465836
2021-11-30,0.2698630136986301,0.5784473419189453,0.1895454819402551,0.2661155,0.1154097948291616,0.4263658186562296,0.1575786050057099,0.1731716772852594,0.2315061396746328,0.1748604285106516,0.34355617,0.4693150684931507,0.07890996
2021-12-31,0.1767123287671232,0.4777364134788512,0.230064891508992,0.28836778,0.1521207846917998,0.4263658186562296,0.1930945728419316,0.2097099712723691,0.2655908073661498,0.1943708211485762,0.359646,0.4693150684931506,0.07408477
2022-01-31,0.2808219178082192,0.4867116808891296,0.2101458040265771,0.28066286,0.1842958904824437,0.4263658186562296,0.1791499414038198,0.1972406265206271,0.2399467888276107,0.1800802283356693,0.342294,0.4693150684931506,0.06617358
2022-02-28,0.2150684931506848,0.429440438747406,0.1974546093601699,0.30088848,0.1651880057022619,0.4263658186562296,0.1779383484747728,0.2288248203215954,0.2621055565439127,0.2077496802053494,0.36576918,0.4693150684931506,0.032120064
2022-03-31,0.2424657534246574,0.425730288028717,0.2030060785112559,0.29861245,0.1535628576007776,0.4263658186562296,0.1581464236229026,0.2236264978661482,0.270929332463579,0.1900867398434201,0.35567984,0.4693150684931507,0.029845059
2022-04-30,0.226027397260274,0.4161874949932098,0.2399180714707944,0.30440748,0.1857688127917498,0.4263658186562296,0.2282136515488529,0.2307455874310429,0.2312342233109357,0.2328560267638431,0.3624493,0.4693150684931507,0.0348102
2022-05-31,0.2753424657534247,0.49925297498703,0.2308301653641353,0.30404717,0.1607149516061107,0.4263658186562296,0.1809660318936057,0.2289626497610489,0.2405365064159585,0.2101537024477604,0.3604296,0.4693150684931507,0.026014984
