ds,target,NBEATS,elm,lstm,MLP,rf,SVR,arima,LRF,LSVR,TLSTM,KNN,TRANSFORMER
2018-01-31,0.8352528089887643,0.6110386848449707,0.7224268552336923,0.6636382,0.7500362982931085,0.6736474719101123,0.7201654667017984,0.0,0.6998214362884307,0.752353348585963,0.74629605,0.6240562846909549,0.773056
2018-02-28,0.6171348314606744,0.8826525211334227,0.674427013493414,0.6640561,0.7587497119873831,0.675740168539326,0.6905633989061052,0.8352528040867728,0.7363057116104871,0.668727517652961,0.65935576,0.5885355831432375,0.79066396
2018-03-31,0.735112359550562,0.6272083520889281,0.7933814653944253,0.6666485,0.7613451873879555,0.6777429775280899,0.8018699879722299,0.7222114055850274,0.7170431603352954,0.7820410546562684,0.78476894,0.6845503495975143,0.7849793
2018-04-30,0.7147471910112362,0.6769354343414307,0.6755511885366801,0.66296744,0.7423520541102561,0.6642556179775281,0.6747367926186293,0.7270192087978815,0.697447364901017,0.6881565672573444,0.7355641,0.6542516662130151,0.7679025
2018-05-31,0.7742977528089889,0.8122296929359437,0.7569882163087058,0.6630146,0.7608537779212026,0.6865646067415728,0.7658360083677046,0.7232195880130672,0.7343904494382023,0.7475470126275283,0.7739793,0.7325508646651836,0.7838712
2018-06-30,0.695926966292135,0.7089964747428894,0.6897440716050554,0.66127694,0.7491961622758985,0.6752282303370789,0.7212921703509686,0.7374293077469116,0.7079408517512453,0.7048320198459024,0.73241013,0.6302126744190457,0.7960687
2018-07-31,0.8938202247191014,0.7472907304763795,0.7495338104745386,0.6625574,0.7436127974814667,0.6664578651685394,0.7242324208579213,0.7265787169084668,0.7628972512038525,0.7709145467992258,0.7764924,0.7125569225729232,0.7636075
2018-08-31,0.9000000000000001,0.8208572864532471,0.7810286742223553,0.662746,0.7470571810386277,0.6858707865168537,0.7712364171230611,0.7687560462573748,0.7546196718387731,0.7713486505396716,0.7992288,0.6907515208525224,0.80912405
2018-09-30,0.7455056179775283,0.8697797060012817,0.7498199436891042,0.6640253,0.7352768341948823,0.6805182584269663,0.7363170183349205,0.8011713019278319,0.7097660346441949,0.7656197952906112,0.8094535,0.6244984093895872,0.81980425
2018-10-31,0.8155898876404497,0.588496208190918,0.8632604803669608,0.66489047,0.7835037584836486,0.6761109550561796,0.8180348374571743,0.787587804629492,0.7944190074906368,0.8596362379627962,0.86068904,0.6610330743194233,0.82354724
2018-11-30,0.6433988764044944,0.6551457047462463,0.6805486469432154,0.66171265,0.7660427977851,0.681193820224719,0.680702343754168,0.7943732862746062,0.6869992977528091,0.7351204579303143,0.75122213,0.5790635713382413,0.81703466
2018-12-31,0.6919943820224721,0.8040848970413208,0.6800020667123619,0.66385657,0.8253946003440785,0.6857162921348311,0.7195665574748255,0.757936487728051,0.7285095304975923,0.6546784265100953,0.6993702,0.6233515964521223,0.82334864
2019-01-31,0.6574438202247193,0.4864638447761536,0.8283271956704965,0.6664636,0.810199877658442,0.6778946629213484,0.7598195669424023,0.7420588281562636,0.7174066422809404,0.8123187547914412,0.80545336,0.6687775246500541,0.79799527
2019-02-28,0.495926966292135,0.6985229253768921,0.6532268189700403,0.66149443,0.798109137947916,0.6738075842696629,0.6418252960687149,0.7217125147414163,0.702796816479401,0.664687167690893,0.5714953,0.5193303307271715,0.7646696
2019-03-31,0.607303370786517,0.5910186767578125,0.6540404756068199,0.66452366,0.7867821262372441,0.6642092696629213,0.6776561325470617,0.667462939604567,0.6970258571017004,0.6274410883861137,0.6538962,0.7047483834336665,0.74351686
2019-04-30,0.6115168539325844,0.8389043807983398,0.6381456620590953,0.6653967,0.750058549937982,0.6349901685393259,0.6251626683006656,0.6530148774231703,0.6380351123595507,0.5902837429953323,0.6068263,0.5893275789142013,0.720969
2019-05-31,0.6724719101123597,0.7065843939781189,0.7585898148997856,0.6666216,0.6904427631689181,0.6685393258426966,0.7641899627957806,0.6430512039713756,0.6661500000000001,0.7083602423081388,0.65111095,0.5648536869069588,0.7304358
2019-06-30,0.6610955056179777,0.6988773345947266,0.6066116806821924,0.66643673,0.6705467443313495,0.6556341292134832,0.6799431239043209,0.6501140543325961,0.6607328339575531,0.6226306586933319,0.61326265,0.5669285354687102,0.7269131
